number,cop.lake,cop.isol.date,worm.fam,worm.lake,worm.expo.date,plate,well.numb,date.dissected,infected.yes.no,cop.sex,numb.worm,note,,,,,,,,,,,,,,,
1150,boo,10/4/18,boo2ax2c,boo,10/19/18,p28,6,11/9/18,y,f,1,,,,,,,,,,,,,,,,
1151,boo,10/4/18,boo2ax2c,boo,10/19/18,p28,6,11/9/18,n,f,0,,,,,,,,,,,,,,,,
1152,boo,10/4/18,boo2ax2c,boo,10/19/18,p28,6,11/9/18,n,f,0,,,,,,,,,,,,,,,,
1153,boo,10/4/18,boo2ax2c,boo,10/19/18,p28,6,11/9/18,n,f,0,,,,,,,,,,,,,,,,
1154,boo,10/4/18,boo2ax2c,boo,10/19/18,p28,6,11/9/18,y,f,1,,,,,,,,,,,,,,,,
1155,rob,10/5/18,boo2ax2c,boo,10/19/18,p42,3,11/9/18,n,f,0,,,,,,,,,,,,,,,,
1156,rob,10/5/18,boo2ax2c,boo,10/19/18,p42,3,11/9/18,y,m,1,,,,,,,,,,,,,,,,
1157,boo,10/4/18,ech3ax1a,ech,10/19/18,p42,5,11/9/18,n,f,0,,,,,,,,,,,,,,,,
1158,boo,10/4/18,ech27ax31a,ech,10/19/18,p44,1,11/9/18,n,f,0,,,,,,,,,,,,,,,,
1159,boo,10/4/18,ech27ax31a,ech,10/19/18,p44,1,11/9/18,n,f,0,,,,,,,,,,,,,,,,
1160,boo,10/4/18,ech27ax31a,ech,10/19/18,p44,1,11/9/18,n,f,0,,,,,,,,,,,,,,,,
1161,boo,10/4/18,ech27ax31a,ech,10/19/18,p44,1,11/9/18,n,f,0,,,,,,,,,,,,,,,,
1162,boo,10/4/18,ech27ax31a,ech,10/19/18,p44,1,11/9/18,n,f,0,,,,,,,,,,,,,,,,
1163,boo,10/4/18,ech27ax31a,ech,10/19/18,p44,1,11/9/18,n,f,0,,,,,,,,,,,,,,,,
1164,rob,10/6/18,ech3ax1a,ech,10/19/18,p44,4,11/9/18,y,m,2,,,,,,,,,,,,,,,,
1165,rob,10/6/18,ech3ax1a,ech,10/19/18,p44,4,11/9/18,y,m,2,,,,,,,,,,,,,,,,
1166,rob,10/6/18,ech3ax1a,ech,10/19/18,p44,4,11/9/18,n,f,0,,,,,,,,,,,,,,,,
1167,ech,10/14/18,boo2ax2c,boo,10/17/18,p19,2,11/9/18,n,m,0,,,,,,,,,,,,,,,,
1168,ech,10/14/18,boo2ax2c,boo,10/17/18,p19,2,11/9/18,y,f,4,,,,,,,,,,,,,,,,
1169,ech,10/14/18,boo2ax2c,boo,10/17/18,p19,2,11/9/18,y,f,1,,,,,,,,,,,,,,,,
1170,ech,10/14/18,boo2ax2c,boo,10/17/18,p19,2,11/9/18,y,f,1,,,,,,,,,,,,,,,,
1171,ech,10/14/18,boo2ax2c,boo,10/17/18,p19,2,11/9/18,n,f,0,,,,,,,,,,,,,,,,
1172,ech,10/14/18,boo2ax2c,boo,10/17/18,p19,2,11/9/18,n,f,0,,,,,,,,,,,,,,,,
1173,ech,10/14/18,boo2ax2c,boo,10/17/18,p19,2,11/9/18,n,f,0,,,,,,,,,,,,,,,,
1174,ech,10/14/18,boo2ax2c,boo,10/17/18,p19,2,11/9/18,n,f,0,,,,,,,,,,,,,,,,
1175,ech,10/14/18,boo2ax2c,boo,10/17/18,p19,2,11/9/18,y,f,1,,,,,,,,,,,,,,,,
1176,rob,10/5/18,ech3ax1a,ech,10/19/18,p19,3,11/9/18,n,f,0,,,,,,,,,,,,,,,,
1177,rob,10/5/18,ech3ax1a,ech,10/19/18,p19,3,11/9/18,n,f,0,,,,,,,,,,,,,,,,
1178,rob,10/5/18,ech3ax1a,ech,10/19/18,p19,3,11/9/18,y,m,1,,,,,,,,,,,,,,,,
1179,rob,10/5/18,ech3ax1a,ech,10/19/18,p19,3,11/9/18,n,m,0,,,,,,,,,,,,,,,,
1180,rob,10/5/18,ech3ax1a,ech,10/19/18,p19,3,11/9/18,y,f,2,,,,,,,,,,,,,,,,
1181,boo,10/4/18,ech27ax31a,ech,10/19/18,p19,5,11/9/18,n,f,0,,,,,,,,,,,,,,,,
1182,boo,10/4/18,ech27ax31a,ech,10/19/18,p19,5,11/9/18,n,f,0,,,,,,,,,,,,,,,,
1183,boo,10/4/18,ech27ax31a,ech,10/19/18,p19,5,11/9/18,n,f,0,,,,,,,,,,,,,,,,
1184,boo,10/4/18,ech27ax31a,ech,10/19/18,p19,5,11/9/18,n,f,0,,,,,,,,,,,,,,,,
1185,boo,10/4/18,g7ax1a,gos,10/19/18,p33,6,11/9/18,n,f,0,,,,,,,,,,,,,,,,
1186,boo,10/4/18,g7ax1a,gos,10/19/18,p33,6,11/9/18,n,f,0,,,,,,,,,,,,,,,,
1187,boo,10/4/18,g7ax1a,gos,10/19/18,p33,6,11/9/18,n,f,0,,,,,,,,,,,,,,,,
1188,boo,10/4/18,g7ax1a,gos,10/19/18,p33,6,11/9/18,n,f,0,,,,,,,,,,,,,,,,
1189,boo,10/4/18,g7ax1a,gos,10/19/18,p33,6,11/9/18,n,f,0,,,,,,,,,,,,,,,,
1190,boo,10/4/18,g7ax1a,gos,10/19/18,p29,1,11/9/18,y,f,1,,,,,,,,,,,,,,,,
1191,boo,10/4/18,g7ax1a,gos,10/19/18,p29,1,11/9/18,n,f,0,,,,,,,,,,,,,,,,
1192,boo,10/4/18,g7ax1a,gos,10/19/18,p29,1,11/9/18,n,f,0,,,,,,,,,,,,,,,,
1193,boo,10/4/18,g7ax1a,gos,10/19/18,p29,1,11/9/18,n,f,0,,,,,,,,,,,,,,,,
1194,boo,10/4/18,g7ax1a,gos,10/19/18,p29,1,11/9/18,y,f,0,,,,,,,,,,,,,,,,
1195,rob,10/5/18,ech27ax31a,ech,10/19/18,p29,5,11/9/18,y,f,1,,,,,,,,,,,,,,,,
1196,boo,10/4/18,ech3ax1a,ech,10/19/18,p35,2,11/9/18,n,f,0,,,,,,,,,,,,,,,,
1197,boo,10/4/18,ech3ax1a,ech,10/19/18,p35,2,11/9/18,n,f,0,,,,,,,,,,,,,,,,
1198,boo,10/4/18,ech3ax1a,ech,10/19/18,p35,2,11/9/18,n,f,0,,,,,,,,,,,,,,,,
1199,rob,10/6/18,boo2ax2c,boo,10/19/18,p35,6,11/9/18,n,f,0,,,,,,,,,,,,,,,,
1200,boo,10/4/18,boo2ax2c,boo,10/19/18,p4,1,11/10/18,n,f,0,,,,,,,,,,,,,,,,
1201,boo,10/4/18,boo2ax2c,boo,10/19/18,p4,1,11/10/18,n,f,0,,,,,,,,,,,,,,,,
1202,boo,10/4/18,boo2ax2c,boo,10/19/18,p4,1,11/10/18,n,f,0,,,,,,,,,,,,,,,,
1203,boo,10/4/18,boo2ax2c,boo,10/19/18,p4,1,11/10/18,n,f,0,,,,,,,,,,,,,,,,
1204,boo,10/4/18,boo2ax2c,boo,10/19/18,p4,1,11/10/18,y,f,1,,,,,,,,,,,,,,,,
1205,boo,10/4/18,boo2ax2c,boo,10/19/18,p4,1,11/10/18,n,f,0,,,,,,,,,,,,,,,,
1206,boo,10/4/18,boo2ax2c,boo,10/19/18,p4,1,11/10/18,n,f,0,,,,,,,,,,,,,,,,
1207,rob,10/6/18,boobulk,boo,10/19/18,p4,6,11/10/18,y,f,1,,,,,,,,,,,,,,,,
1208,rob,10/6/18,boobulk,boo,10/19/18,p4,6,11/10/18,y,m,1,,,,,,,,,,,,,,,,
1209,boo,10/4/18,ech3ax1a,ech,10/19/18,p48,4,11/10/18,n,f,0,,,,,,,,,,,,,,,,
1210,boo,10/4/18,ech3ax1a,ech,10/19/18,p48,4,11/10/18,n,f,0,,,,,,,,,,,,,,,,
1211,boo,10/4/18,ech3ax1a,ech,10/19/18,p48,4,11/10/18,n,f,0,,,,,,,,,,,,,,,,
1212,boo,10/4/18,ech3ax1a,ech,10/19/18,p48,4,11/10/18,y,f,1,,,,,,,,,,,,,,,,
1213,rob,10/8/18,boo2ax2c,boo,10/19/18,p48,5,11/10/18,n,f,0,,,,,,,,,,,,,,,,
1214,rob,10/8/18,boo2ax2c,boo,10/19/18,p48,5,11/10/18,n,f,0,,,,,,,,,,,,,,,,
1215,rob,10/8/18,boo2ax2c,boo,10/19/18,p48,5,11/10/18,n,f,0,,,,,,,,,,,,,,,,
1216,gos,10/15/18,boo11bx1a,boo,10/20/18,p48,6,11/10/18,y,f,1,,,,,,,,,,,,,,,,
1217,gos,10/15/18,boo11bx1a,boo,10/20/18,p48,6,11/10/18,y,f,2,,,,,,,,,,,,,,,,
1218,gos,10/15/18,boo11bx1a,boo,10/20/18,p48,6,11/10/18,n,f,0,,,,,,,,,,,,,,,,
1219,gos,10/15/18,boo11bx1a,boo,10/20/18,p48,6,11/10/18,y,f,1,,,,,,,,,,,,,,,,
1220,gos,10/15/18,boo11bx1a,boo,10/20/18,p48,6,11/10/18,n,f,0,,,,,,,,,,,,,,,,
1221,gos,10/15/18,boo11bx1a,boo,10/20/18,p48,6,11/10/18,y,f,2,,,,,,,,,,,,,,,,
1222,gos,10/15/18,boo11bx1a,boo,10/20/18,p48,6,11/10/18,y,f,2,,,,,,,,,,,,,,,,
1223,gos,10/15/18,boo11bx1a,boo,10/20/18,p48,6,11/10/18,n,f,0,,,,,,,,,,,,,,,,
1224,rob,10/8/18,ech27ax31a,ech,10/19/18,p1,2,11/10/18,n,m,0,,,,,,,,,,,,,,,,
1225,rob,10/8/18,ech27ax31a,ech,10/19/18,p1,2,11/10/18,n,f,0,,,,,,,,,,,,,,,,
1226,boo,10/4/18,g7ax1a,gos,10/19/18,p1,3,11/10/18,n,f,0,,,,,,,,,,,,,,,,
1227,boo,10/4/18,g7ax1a,gos,10/19/18,p1,3,11/10/18,n,f,0,,,,,,,,,,,,,,,,
1228,ech,10/15/18,g10ax12a,gos,10/19/18,p1,6,11/10/18,n,f,0,,,,,,,,,,,,,,,,
1229,ech,10/15/18,g10ax12a,gos,10/19/18,p1,6,11/10/18,y,f,1,,,,,,,,,,,,,,,,
1230,ech,10/15/18,g10ax12a,gos,10/19/18,p1,6,11/10/18,y,f,1,,,,,,,,,,,,,,,,
1231,ech,10/15/18,g10ax12a,gos,10/19/18,p1,6,11/10/18,n,f,0,,,,,,,,,,,,,,,,
1232,ech,10/15/18,g10ax12a,gos,10/19/18,p1,6,11/10/18,n,f,0,,,,,,,,,,,,,,,,
1233,ech,10/15/18,g10ax12a,gos,10/19/18,p1,6,11/10/18,y,f,1,,,,,,,,,,,,,,,,
1234,rob,10/8/18,boobulk,boo,10/19/18,p38,3,11/10/18,y,f,1,,,,,,,,,,,,,,,,
1235,rob,10/8/18,boobulk,boo,10/19/18,p38,3,11/10/18,n,m,0,,,,,,,,,,,,,,,,
1236,rob,10/8/18,boobulk,boo,10/19/18,p38,3,11/10/18,y,f,1,,,,,,,,,,,,,,,,
1237,rob,10/8/18,boobulk,boo,10/19/18,p38,3,11/10/18,n,f,0,,,,,,,,,,,,,,,,
1238,rob,10/8/18,boobulk,boo,10/19/18,p38,3,11/10/18,n,m,0,,,,,,,,,,,,,,,,
1239,rob,10/8/18,boobulk,boo,10/19/18,p38,3,11/10/18,n,f,0,,,,,,,,,,,,,,,,
1240,boo,10/4/18,boo2ax2c,boo,10/19/18,p38,6,11/10/18,n,f,0,,,,,,,,,,,,,,,,
1241,boo,10/4/18,boo2ax2c,boo,10/19/18,p38,6,11/10/18,n,f,0,,,,,,,,,,,,,,,,
1242,boo,10/4/18,boo2ax2c,boo,10/19/18,p38,6,11/10/18,n,f,0,,,,,,,,,,,,,,,,
1243,boo,10/4/18,boo2ax2c,boo,10/19/18,p38,6,11/10/18,n,f,0,,,,,,,,,,,,,,,,
1244,boo,10/4/18,boo2ax2c,boo,10/19/18,p38,6,11/10/18,n,f,0,,,,,,,,,,,,,,,,
1245,boo,10/4/18,boo2ax2c,boo,10/19/18,p38,6,11/10/18,y,f,1,,,,,,,,,,,,,,,,
1246,rob,10/5/18,ech27ax31a,ech,10/19/18,p22,2,11/10/18,y,m,1,,,,,,,,,,,,,,,,
1247,rob,10/5/18,ech27ax31a,ech,10/19/18,p22,2,11/10/18,n,f,0,,,,,,,,,,,,,,,,
1248,rob,10/5/18,ech27ax31a,ech,10/19/18,p22,2,11/10/18,n,f,0,,,,,,,,,,,,,,,,
1249,rob,10/5/18,ech27ax31a,ech,10/19/18,p22,2,11/10/18,y,m,1,,,,,,,,,,,,,,,,
1250,boo,10/4/18,g7ax1a,gos,10/19/18,p22,5,11/10/18,y,f,1,,,,,,,,,,,,,,,,
1251,boo,10/4/18,g7ax1a,gos,10/19/18,p22,5,11/10/18,n,f,0,,,,,,,,,,,,,,,,
1252,boo,10/4/18,g7ax1a,gos,10/19/18,p22,5,11/10/18,n,f,0,,,,,,,,,,,,,,,,
1253,boo,10/4/18,g7ax1a,gos,10/19/18,p22,5,11/10/18,n,f,0,,,,,,,,,,,,,,,,
1254,gos,10/19/18,ech27ax31a,ech,10/20/18,p33,5,11/10/18,y,f,1,,,,,,,,,,,,,,,,
1255,gos,10/19/18,ech27ax31a,ech,10/20/18,p33,5,11/10/18,n,f,0,,,,,,,,,,,,,,,,
1256,gos,10/19/18,ech27ax31a,ech,10/20/18,p33,5,11/10/18,y,f,1,,,,,,,,,,,,,,,,
1257,gos,10/19/18,ech27ax31a,ech,10/20/18,p33,5,11/10/18,n,f,0,,,,,,,,,,,,,,,,
1258,gos,10/19/18,ech27ax31a,ech,10/20/18,p33,5,11/10/18,y,f,2,,,,,,,,,,,,,,,,
1259,gos,10/19/18,ech27ax31a,ech,10/20/18,p33,5,11/10/18,y,f,2,,,,,,,,,,,,,,,,
1260,boo,10/4/18,g2,gos,10/20/18,p9,1,11/10/18,n,f,0,fed too soon,,,,,,,,,,,,,,,
1261,boo,10/4/18,g2,gos,10/20/18,p9,1,11/10/18,n,f,0,fed too soon,,,,,,,,,,,,,,,
1262,boo,10/4/18,g2,gos,10/20/18,p9,1,11/10/18,n,f,0,fed too soon,,,,,,,,,,,,,,,
1263,boo,10/4/18,g2,gos,10/20/18,p9,1,11/10/18,y,f,1,fed too soon,,,,,,,,,,,,,,,
1264,boo,10/4/18,g2,gos,10/20/18,p9,1,11/10/18,n,f,0,fed too soon,,,,,,,,,,,,,,,
1265,boo,10/4/18,g2,gos,10/20/18,p9,1,11/10/18,n,f,0,fed too soon,,,,,,,,,,,,,,,
1266,gos,10/14/18,echbulk,ech,10/20/18,p19,4,11/10/18,y,f,3,,,,,,,,,,,,,,,,
1267,gos,10/14/18,echbulk,ech,10/20/18,p19,4,11/10/18,y,f,1,,,,,,,,,,,,,,,,
1268,gos,10/14/18,echbulk,ech,10/20/18,p19,4,11/10/18,y,f,2,,,,,,,,,,,,,,,,
1269,gos,10/14/18,echbulk,ech,10/20/18,p19,4,11/10/18,n,f,0,,,,,,,,,,,,,,,,
1270,gos,10/14/18,echbulk,ech,10/20/18,p19,4,11/10/18,n,f,0,,,,,,,,,,,,,,,,
1271,boo,10/4/18,g2,gos,10/20/18,p47,6,11/10/18,n,f,0,,,,,,,,,,,,,,,,
1272,boo,10/4/18,g2,gos,10/20/18,p47,6,11/10/18,n,f,0,,,,,,,,,,,,,,,,
1273,boo,10/4/18,g2,gos,10/20/18,p47,6,11/10/18,n,f,0,,,,,,,,,,,,,,,,
1274,boo,10/4/18,g2,gos,10/20/18,p47,6,11/10/18,y,f,2,,,,,,,,,,,,,,,,
1275,rob,10/6/18,g10ax12a,gos,10/20/18,p36,1,11/10/18,n,f,0,,,,,,,,,,,,,,,,
1276,rob,10/6/18,g10ax12a,gos,10/20/18,p36,1,11/10/18,n,m,0,,,,,,,,,,,,,,,,
1277,boo,10/4/18,g2,gos,10/20/18,p36,3,11/10/18,n,f,0,,,,,,,,,,,,,,,,
1278,boo,10/4/18,g2,gos,10/20/18,p36,3,11/10/18,n,f,0,,,,,,,,,,,,,,,,
1279,boo,10/4/18,g2,gos,10/20/18,p36,3,11/10/18,n,f,0,,,,,,,,,,,,,,,,
1280,lau,10/9/18,g2,gos,10/20/18,p14,2,11/10/18,n,m,0,,,,,,,,,,,,,,,,
1281,lau,10/9/18,g2,gos,10/20/18,p14,2,11/10/18,n,m,0,,,,,,,,,,,,,,,,
1282,lau,10/9/18,g2,gos,10/20/18,p14,2,11/10/18,n,f,0,,,,,,,,,,,,,,,,
1283,lau,10/9/18,g2,gos,10/20/18,p14,2,11/10/18,n,f,0,,,,,,,,,,,,,,,,
1284,lau,10/9/18,g2,gos,10/20/18,p14,2,11/10/18,y,m,1,,,,,,,,,,,,,,,,
1285,lau,10/9/18,g2,gos,10/20/18,p14,2,11/10/18,n,f,0,,,,,,,,,,,,,,,,
1286,lau,10/9/18,g2,gos,10/20/18,p14,2,11/10/18,n,f,0,,,,,,,,,,,,,,,,
1287,lau,10/9/18,g2,gos,10/20/18,p14,2,11/10/18,n,f,0,,,,,,,,,,,,,,,,
1288,lau,10/9/18,g2,gos,10/20/18,p14,2,11/10/18,y,m,2,,,,,,,,,,,,,,,,
1289,gos,10/14/18,g2,gos,10/20/18,p14,4,11/10/18,n,f,0,,,,,,,,,,,,,,,,
1290,gos,10/14/18,g2,gos,10/20/18,p14,4,11/10/18,y,f,1,,,,,,,,,,,,,,,,
1291,gos,10/14/18,g2,gos,10/20/18,p14,4,11/10/18,y,f,1,,,,,,,,,,,,,,,,
1292,gos,10/14/18,g2,gos,10/20/18,p14,4,11/10/18,y,f,1,,,,,,,,,,,,,,,,
1293,gos,10/14/18,g2,gos,10/20/18,p14,4,11/10/18,y,f,1,,,,,,,,,,,,,,,,
1294,gos,10/14/18,g2,gos,10/20/18,p14,4,11/10/18,y,f,1,,,,,,,,,,,,,,,,
1295,gos,10/14/18,g2,gos,10/20/18,p14,4,11/10/18,n,f,0,,,,,,,,,,,,,,,,
1296,gos,10/14/18,g2,gos,10/20/18,p14,4,11/10/18,n,f,0,,,,,,,,,,,,,,,,
1297,lau,10/9/18,g2,gos,10/20/18,p46,5,11/10/18,n,f,0,,,,,,,,,,,,,,,,
1298,lau,10/9/18,g2,gos,10/20/18,p46,5,11/10/18,n,f,0,,,,,,,,,,,,,,,,
1299,lau,10/9/18,g2,gos,10/20/18,p46,5,11/10/18,n,f,0,,,,,,,,,,,,,,,,
1300,lau,10/9/18,g2,gos,10/20/18,p46,5,11/10/18,n,f,0,,,,,,,,,,,,,,,,
1301,lau,10/9/18,g2,gos,10/20/18,p46,5,11/10/18,n,f,0,,,,,,,,,,,,,,,,
1302,lau,10/9/18,g2,gos,10/20/18,p46,5,11/10/18,n,m,0,,,,,,,,,,,,,,,,
1303,lau,10/9/18,g2,gos,10/20/18,p46,5,11/10/18,n,f,0,,,,,,,,,,,,,,,,
1304,lau,10/9/18,g2,gos,10/20/18,p46,5,11/10/18,n,f,0,,,,,,,,,,,,,,,,
1305,lau,10/9/18,g2,gos,10/20/18,p46,5,11/10/18,n,f,0,,,,,,,,,,,,,,,,
1306,boo,10/4/18,g2,gos,10/20/18,p25,2,11/10/18,y,f,2,,,,,,,,,,,,,,,,
1307,boo,10/4/18,g2,gos,10/20/18,p25,2,11/10/18,n,f,0,,,,,,,,,,,,,,,,
1308,boo,10/4/18,g2,gos,10/20/18,p25,2,11/10/18,n,f,0,,,,,,,,,,,,,,,,
1309,boo,10/4/18,g2,gos,10/20/18,p25,2,11/10/18,n,f,0,,,,,,,,,,,,,,,,
1310,boo,10/4/18,g2,gos,10/20/18,p25,2,11/10/18,y,f,1,,,,,,,,,,,,,,,,
1311,rob,10/5/18,g10ax12a,gos,10/20/18,p25,6,11/10/18,y,m,2,,,,,,,,,,,,,,,,
1312,rob,10/5/18,g10ax12a,gos,10/20/18,p25,6,11/10/18,y,m,1,,,,,,,,,,,,,,,,
1313,rob,10/5/18,g10ax12a,gos,10/20/18,p25,6,11/10/18,y,f,1,,,,,,,,,,,,,,,,
1314,gos,10/14/18,g2,gos,10/21/18,p17,2,11/10/18,y,f,1,,,,,,,,,,,,,,,,
1315,gos,10/14/18,g2,gos,10/21/18,p17,2,11/10/18,y,f,2,,,,,,,,,,,,,,,,
1316,gos,10/14/18,g2,gos,10/21/18,p17,2,11/10/18,y,f,2,,,,,,,,,,,,,,,,
1317,gos,10/14/18,g2,gos,10/21/18,p17,2,11/10/18,y,f,2,,,,,,,,,,,,,,,,
1318,gos,10/14/18,g2,gos,10/21/18,p17,2,11/10/18,n,m,0,,,,,,,,,,,,,,,,
1319,gos,10/14/18,g2,gos,10/21/18,p17,2,11/10/18,y,f,2,,,,,,,,,,,,,,,,
1320,gos,10/14/18,g2,gos,10/21/18,p17,2,11/10/18,y,f,1,,,,,,,,,,,,,,,,
1321,rob,10/6/18,g2,gos,10/21/18,p17,3,11/10/18,n,f,0,,,,,,,,,,,,,,,,
1322,rob,10/6/18,g2,gos,10/21/18,p17,3,11/10/18,n,f,0,,,,,,,,,,,,,,,,
1323,rob,10/6/18,g2,gos,10/21/18,p17,3,11/10/18,n,m,0,,,,,,,,,,,,,,,,
1324,rob,10/6/18,g2,gos,10/21/18,p17,3,11/10/18,n,f,0,,,,,,,,,,,,,,,,
1325,lau,10/11/18,g2,gos,10/20/18,p17,5,11/10/18,n,f,0,,,,,,,,,,,,,,,,
1326,lau,10/11/18,g2,gos,10/20/18,p17,5,11/10/18,y,f,1,,,,,,,,,,,,,,,,
1327,lau,10/11/18,g2,gos,10/20/18,p17,5,11/10/18,n,f,0,,,,,,,,,,,,,,,,
1328,lau,10/11/18,g2,gos,10/20/18,p17,5,11/10/18,n,f,0,,,,,,,,,,,,,,,,
1329,lau,10/11/18,g2,gos,10/20/18,p17,5,11/10/18,n,f,0,,,,,,,,,,,,,,,,
1330,lau,10/11/18,g2,gos,10/20/18,p17,5,11/10/18,n,f,0,,,,,,,,,,,,,,,,
1331,lau,10/11/18,g2,gos,10/20/18,p17,5,11/10/18,n,f,0,,,,,,,,,,,,,,,,
1332,lau,10/11/18,g2,gos,10/20/18,p17,5,11/10/18,n,f,0,,,,,,,,,,,,,,,,
1333,lau,10/11/18,g2,gos,10/20/18,p17,5,11/10/18,n,f,0,,,,,,,,,,,,,,,,
1334,lau,10/11/18,g2,gos,10/20/18,p17,5,11/10/18,n,f,0,,,,,,,,,,,,,,,,
1335,lau,10/11/18,g2,gos,10/20/18,p32,6,11/10/18,n,f,0,,,,,,,,,,,,,,,,
1336,lau,10/11/18,g2,gos,10/20/18,p32,6,11/10/18,n,f,0,,,,,,,,,,,,,,,,
1337,lau,10/11/18,g2,gos,10/20/18,p32,6,11/10/18,y,f,1,,,,,,,,,,,,,,,,
1338,lau,10/11/18,g2,gos,10/20/18,p32,6,11/10/18,n,f,0,,,,,,,,,,,,,,,,
1339,lau,10/11/18,g2,gos,10/20/18,p32,6,11/10/18,n,f,0,,,,,,,,,,,,,,,,
1340,lau,10/11/18,g2,gos,10/20/18,p32,6,11/10/18,n,f,0,,,,,,,,,,,,,,,,
1341,lau,10/11/18,g2,gos,10/20/18,p32,6,11/10/18,n,f,0,,,,,,,,,,,,,,,,
1342,lau,10/11/18,g2,gos,10/20/18,p32,6,11/10/18,n,f,0,,,,,,,,,,,,,,,,
1343,lau,10/11/18,boo11bx1a,boo,10/22/18,p28,1,11/10/18,n,f,0,,,,,,,,,,,,,,,,
1344,lau,10/11/18,boo11bx1a,boo,10/22/18,p28,1,11/10/18,n,f,0,,,,,,,,,,,,,,,,
1345,lau,10/11/18,boo11bx1a,boo,10/22/18,p28,1,11/10/18,n,f,0,,,,,,,,,,,,,,,,
1346,lau,10/11/18,boo11bx1a,boo,10/22/18,p28,1,11/10/18,n,f,0,,,,,,,,,,,,,,,,
1347,lau,10/11/18,boo11bx1a,boo,10/22/18,p28,1,11/10/18,n,f,0,,,,,,,,,,,,,,,,
1348,lau,10/11/18,boo11bx1a,boo,10/22/18,p28,1,11/10/18,n,f,0,,,,,,,,,,,,,,,,
1349,lau,10/11/18,boo11bx1a,boo,10/22/18,p28,1,11/10/18,n,f,0,,,,,,,,,,,,,,,,
1350,lau,10/11/18,boo11bx1a,boo,10/22/18,p28,1,11/10/18,n,f,0,,,,,,,,,,,,,,,,
1351,lau,10/11/18,boo11bx1a,boo,10/22/18,p28,1,11/10/18,n,f,0,,,,,,,,,,,,,,,,
1352,lau,10/11/18,boo11bx1a,boo,10/22/18,p28,1,11/10/18,n,f,0,,,,,,,,,,,,,,,,
1353,lau,10/11/18,g2,gos,10/20/18,p28,4,11/10/18,n,f,0,fed too soon,,,,,,,,,,,,,,,
1354,lau,10/11/18,g2,gos,10/20/18,p28,4,11/10/18,n,f,0,fed too soon,,,,,,,,,,,,,,,
1355,lau,10/11/18,g2,gos,10/20/18,p28,4,11/10/18,n,f,0,fed too soon,,,,,,,,,,,,,,,
1356,lau,10/11/18,g2,gos,10/20/18,p28,4,11/10/18,n,f,0,fed too soon,,,,,,,,,,,,,,,
1357,lau,10/11/18,g2,gos,10/20/18,p28,4,11/10/18,n,f,0,fed too soon,,,,,,,,,,,,,,,
1358,lau,10/11/18,g2,gos,10/20/18,p28,4,11/10/18,y,f,2,fed too soon,,,,,,,,,,,,,,,
1359,lau,10/11/18,g2,gos,10/20/18,p28,4,11/10/18,n,f,0,fed too soon,,,,,,,,,,,,,,,
1360,lau,10/11/18,g2,gos,10/20/18,p28,4,11/10/18,n,f,0,fed too soon,,,,,,,,,,,,,,,
1361,lau,10/11/18,g2,gos,10/20/18,p28,4,11/10/18,n,f,0,fed too soon,,,,,,,,,,,,,,,
1362,lau,10/11/18,g2,gos,10/20/18,p28,4,11/10/18,n,f,0,fed too soon,,,,,,,,,,,,,,,
1363,rob,10/6/18,boobulk,boo,10/22/18,p10,1,11/10/18,y,f,1,,,,,,,,,,,,,,,,
1364,rob,10/6/18,boobulk,boo,10/22/18,p10,1,11/10/18,n,f,0,,,,,,,,,,,,,,,,
1365,rob,10/6/18,boobulk,boo,10/22/18,p10,1,11/10/18,n,f,0,,,,,,,,,,,,,,,,
1366,rob,10/6/18,boobulk,boo,10/22/18,p10,1,11/10/18,n,f,0,,,,,,,,,,,,,,,,
1367,boo,10/4/18,g2,gos,10/20/18,p10,2,11/10/18,n,f,0,,,,,,,,,,,,,,,,
1368,boo,10/4/18,g2,gos,10/20/18,p10,2,11/10/18,n,f,0,,,,,,,,,,,,,,,,
1369,boo,10/4/18,g2,gos,10/20/18,p10,2,11/10/18,y,f,1,,,,,,,,,,,,,,,,
1370,boo,10/4/18,g2,gos,10/20/18,p10,2,11/10/18,n,f,0,,,,,,,,,,,,,,,,
1371,boo,10/4/18,g2,gos,10/20/18,p10,2,11/10/18,n,f,0,,,,,,,,,,,,,,,,
1372,boo,10/4/18,g2,gos,10/20/18,p10,2,11/10/18,n,f,0,,,,,,,,,,,,,,,,
1373,gos,10/14/18,g2,gos,10/21/18,p10,5,11/10/18,n,f,0,,,,,,,,,,,,,,,,
1374,gos,10/14/18,g2,gos,10/21/18,p10,5,11/10/18,y,f,1,,,,,,,,,,,,,,,,
1375,gos,10/14/18,g2,gos,10/21/18,p10,5,11/10/18,y,f,1,,,,,,,,,,,,,,,,
1376,gos,10/14/18,g2,gos,10/21/18,p10,5,11/10/18,n,f,0,,,,,,,,,,,,,,,,
1377,rob,10/6/18,g10ax12a,gos,10/20/18,p10,6,11/10/18,n,f,0,,,,,,,,,,,,,,,,
1378,ech,10/15/18,g2,gos,10/21/18,p14,3,11/10/18,y,f,1,,,,,,,,,,,,,,,,
1379,ech,10/15/18,g2,gos,10/21/18,p14,3,11/10/18,y,f,3,,,,,,,,,,,,,,,,
1380,ech,10/15/18,g2,gos,10/21/18,p14,3,11/10/18,n,f,0,,,,,,,,,,,,,,,,
1381,ech,10/15/18,g2,gos,10/21/18,p14,3,11/10/18,y,f,2,,,,,,,,,,,,,,,,
