number,cop.lake,worm.fam,worm.lake,plate,numb.worm,native,genus
1027,lau,g10ax12a,gos,p30,0,FALSE,M
1028,lau,g10ax12a,gos,p30,1,FALSE,M
1029,lau,g10ax12a,gos,p30,0,FALSE,M
1030,rob,g7ax1a,gos,p30,0,FALSE,M
1031,rob,g7ax1a,gos,p30,0,FALSE,M
1032,rob,g7ax1a,gos,p30,0,FALSE,M
1033,lau,g10ax12a,gos,p3,0,FALSE,M
1034,lau,g10ax12a,gos,p3,0,FALSE,M
1035,lau,g10ax12a,gos,p3,0,FALSE,M
1036,lau,g10ax12a,gos,p3,0,FALSE,M
1037,lau,g10ax12a,gos,p3,1,FALSE,M
1038,lau,g10ax12a,gos,p3,0,FALSE,M
1039,lau,g10ax12a,gos,p3,0,FALSE,M
1040,lau,g10ax12a,gos,p3,0,FALSE,M
1041,lau,g10ax12a,gos,p3,2,FALSE,M
1042,boo,echbulk,ech,p3,0,FALSE,M
1043,boo,echbulk,ech,p3,0,FALSE,M
1044,boo,echbulk,ech,p3,0,FALSE,M
1045,boo,echbulk,ech,p3,1,FALSE,M
1046,boo,echbulk,ech,p3,0,FALSE,M
1047,boo,echbulk,ech,p3,1,FALSE,M
1048,boo,echbulk,ech,p3,0,FALSE,M
1049,boo,ech27ax31a,ech,p24,0,FALSE,M
1050,boo,ech27ax31a,ech,p24,0,FALSE,M
1051,boo,ech27ax31a,ech,p24,0,FALSE,M
1052,boo,ech27ax31a,ech,p24,0,FALSE,M
1053,boo,ech27ax31a,ech,p24,0,FALSE,M
1054,lau,g10ax12a,gos,p39,0,FALSE,M
1055,lau,g10ax12a,gos,p39,0,FALSE,M
1056,lau,g10ax12a,gos,p39,0,FALSE,M
1057,lau,g10ax12a,gos,p39,0,FALSE,M
1058,lau,g10ax12a,gos,p39,0,FALSE,M
1059,lau,g10ax12a,gos,p39,0,FALSE,M
1060,lau,g10ax12a,gos,p39,0,FALSE,M
1061,lau,g10ax12a,gos,p39,0,FALSE,M
1062,lau,g10ax12a,gos,p39,0,FALSE,M
1063,boo,echbulk,ech,p39,0,FALSE,M
1064,boo,echbulk,ech,p39,0,FALSE,M
1065,boo,echbulk,ech,p39,2,FALSE,M
1066,boo,echbulk,ech,p39,0,FALSE,M
1067,rob,g7ax1a,gos,p39,0,FALSE,M
1068,rob,g7ax1a,gos,p39,0,FALSE,M
1069,rob,g7ax1a,gos,p39,0,FALSE,M
1070,rob,g7ax1a,gos,p39,0,FALSE,M
1071,boo,g7ax1a,gos,p49,1,FALSE,M
1072,boo,g7ax1a,gos,p49,0,FALSE,M
1073,boo,g7ax1a,gos,p49,1,FALSE,M
1074,boo,g7ax1a,gos,p49,0,FALSE,M
1075,boo,g7ax1a,gos,p49,0,FALSE,M
1076,ech,g10ax12a,gos,p49,0,FALSE,A
1077,ech,g10ax12a,gos,p49,1,FALSE,A
1078,ech,g10ax12a,gos,p49,0,FALSE,A
1079,ech,g10ax12a,gos,p49,1,FALSE,A
1080,ech,g10ax12a,gos,p49,0,FALSE,A
1081,ech,g10ax12a,gos,p49,3,FALSE,A
1082,ech,g10ax12a,gos,p49,0,FALSE,A
1083,rob,ech27ax31a,ech,p49,1,FALSE,M
1084,rob,boo2ax2c,boo,p17,0,FALSE,M
1085,rob,boo2ax2c,boo,p17,0,FALSE,M
1086,rob,boo2ax2c,boo,p17,0,FALSE,M
1087,rob,boo2ax2c,boo,p17,0,FALSE,M
1088,rob,boo2ax2c,boo,p17,0,FALSE,M
1089,rob,boo2ax2c,boo,p17,0,FALSE,M
1090,boo,ech3ax1a,ech,p17,0,FALSE,M
1091,boo,ech3ax1a,ech,p17,0,FALSE,M
1092,boo,ech3ax1a,ech,p17,0,FALSE,M
1093,boo,ech3ax1a,ech,p17,0,FALSE,M
1094,boo,ech3ax1a,ech,p17,0,FALSE,M
1095,boo,ech3ax1a,ech,p17,0,FALSE,M
1096,rob,ech3ax1a,ech,p32,0,FALSE,M
1097,boo,ech27ax31a,ech,p32,1,FALSE,M
1098,boo,ech27ax31a,ech,p32,1,FALSE,M
1099,boo,ech27ax31a,ech,p32,0,FALSE,M
1100,boo,ech27ax31a,ech,p32,0,FALSE,M
1101,boo,ech27ax31a,ech,p32,0,FALSE,M
1102,boo,ech27ax31a,ech,p32,0,FALSE,M
1103,boo,boo2ax2c,boo,p41,0,TRUE,M
1104,boo,boo2ax2c,boo,p41,0,TRUE,M
1105,rob,boobulk,boo,p41,0,FALSE,M
1106,rob,boobulk,boo,p41,2,FALSE,M
1107,rob,boobulk,boo,p41,0,FALSE,M
1108,rob,g7ax1a,gos,p50,0,FALSE,M
1109,rob,g7ax1a,gos,p50,1,FALSE,M
1110,rob,g7ax1a,gos,p50,0,FALSE,M
1111,rob,g7ax1a,gos,p50,0,FALSE,M
1112,lau,g10ax12a,gos,p50,0,FALSE,M
1113,lau,g10ax12a,gos,p50,0,FALSE,M
1114,lau,g10ax12a,gos,p50,0,FALSE,M
1115,lau,g10ax12a,gos,p50,1,FALSE,M
1116,lau,g10ax12a,gos,p50,0,FALSE,M
1117,ech,g10ax12a,gos,p50,0,FALSE,A
1118,ech,g10ax12a,gos,p50,2,FALSE,A
1119,ech,g10ax12a,gos,p50,0,FALSE,A
1120,ech,g10ax12a,gos,p50,1,FALSE,A
1121,ech,g10ax12a,gos,p50,0,FALSE,A
1122,ech,g10ax12a,gos,p50,2,FALSE,A
1123,ech,g10ax12a,gos,p50,0,FALSE,A
1124,ech,g10ax12a,gos,p50,2,FALSE,A
1125,boo,echbulk,ech,p12,0,FALSE,M
1126,boo,echbulk,ech,p12,0,FALSE,M
1127,boo,echbulk,ech,p12,0,FALSE,M
1128,boo,echbulk,ech,p12,0,FALSE,M
1129,boo,echbulk,ech,p12,1,FALSE,M
1130,boo,echbulk,ech,p12,0,FALSE,M
1131,lau,g10ax12a,gos,p12,0,FALSE,M
1132,lau,g10ax12a,gos,p12,0,FALSE,M
1133,lau,g10ax12a,gos,p12,0,FALSE,M
1134,lau,g10ax12a,gos,p12,0,FALSE,M
1135,lau,g10ax12a,gos,p12,0,FALSE,M
1136,lau,g10ax12a,gos,p12,0,FALSE,M
1137,lau,g10ax12a,gos,p12,1,FALSE,M
1138,lau,g10ax12a,gos,p12,0,FALSE,M
1139,lau,g10ax12a,gos,p12,0,FALSE,M
1140,lau,g10ax12a,gos,p12,0,FALSE,M
1141,rob,boobulk,boo,p21,0,FALSE,M
1142,boo,boo2ax2c,boo,p21,0,TRUE,M
1143,boo,boo2ax2c,boo,p21,0,TRUE,M
1144,boo,boo2ax2c,boo,p21,0,TRUE,M
1145,rob,boobulk,boo,p28,0,FALSE,M
1146,boo,boo2ax2c,boo,p28,0,TRUE,M
1147,boo,boo2ax2c,boo,p28,0,TRUE,M
1148,boo,boo2ax2c,boo,p28,0,TRUE,M
1149,boo,boo2ax2c,boo,p28,0,TRUE,M
1150,boo,boo2ax2c,boo,p28,1,TRUE,M
1151,boo,boo2ax2c,boo,p28,0,TRUE,M
1152,boo,boo2ax2c,boo,p28,0,TRUE,M
1153,boo,boo2ax2c,boo,p28,0,TRUE,M
1154,boo,boo2ax2c,boo,p28,1,TRUE,M
1155,rob,boo2ax2c,boo,p42,0,FALSE,M
1156,rob,boo2ax2c,boo,p42,1,FALSE,M
1157,boo,ech3ax1a,ech,p42,0,FALSE,M
1158,boo,ech27ax31a,ech,p44,0,FALSE,M
1159,boo,ech27ax31a,ech,p44,0,FALSE,M
1160,boo,ech27ax31a,ech,p44,0,FALSE,M
1161,boo,ech27ax31a,ech,p44,0,FALSE,M
1162,boo,ech27ax31a,ech,p44,0,FALSE,M
1163,boo,ech27ax31a,ech,p44,0,FALSE,M
1164,rob,ech3ax1a,ech,p44,2,FALSE,M
1165,rob,ech3ax1a,ech,p44,2,FALSE,M
1166,rob,ech3ax1a,ech,p44,0,FALSE,M
1167,ech,boo2ax2c,boo,p19,0,FALSE,A
1168,ech,boo2ax2c,boo,p19,4,FALSE,A
1169,ech,boo2ax2c,boo,p19,1,FALSE,A
1170,ech,boo2ax2c,boo,p19,1,FALSE,A
1171,ech,boo2ax2c,boo,p19,0,FALSE,A
1172,ech,boo2ax2c,boo,p19,0,FALSE,A
1173,ech,boo2ax2c,boo,p19,0,FALSE,A
1174,ech,boo2ax2c,boo,p19,0,FALSE,A
1175,ech,boo2ax2c,boo,p19,1,FALSE,A
1176,rob,ech3ax1a,ech,p19,0,FALSE,M
1177,rob,ech3ax1a,ech,p19,0,FALSE,M
1178,rob,ech3ax1a,ech,p19,1,FALSE,M
1179,rob,ech3ax1a,ech,p19,0,FALSE,M
1180,rob,ech3ax1a,ech,p19,2,FALSE,M
1181,boo,ech27ax31a,ech,p19,0,FALSE,M
1182,boo,ech27ax31a,ech,p19,0,FALSE,M
1183,boo,ech27ax31a,ech,p19,0,FALSE,M
1184,boo,ech27ax31a,ech,p19,0,FALSE,M
1185,boo,g7ax1a,gos,p33,0,FALSE,M
1186,boo,g7ax1a,gos,p33,0,FALSE,M
1187,boo,g7ax1a,gos,p33,0,FALSE,M
1188,boo,g7ax1a,gos,p33,0,FALSE,M
1189,boo,g7ax1a,gos,p33,0,FALSE,M
1190,boo,g7ax1a,gos,p29,1,FALSE,M
1191,boo,g7ax1a,gos,p29,0,FALSE,M
1192,boo,g7ax1a,gos,p29,0,FALSE,M
1193,boo,g7ax1a,gos,p29,0,FALSE,M
1194,boo,g7ax1a,gos,p29,0,FALSE,M
1195,rob,ech27ax31a,ech,p29,1,FALSE,M
1196,boo,ech3ax1a,ech,p35,0,FALSE,M
1197,boo,ech3ax1a,ech,p35,0,FALSE,M
1198,boo,ech3ax1a,ech,p35,0,FALSE,M
1199,rob,boo2ax2c,boo,p35,0,FALSE,M
1200,boo,boo2ax2c,boo,p4,0,TRUE,M
1201,boo,boo2ax2c,boo,p4,0,TRUE,M
1202,boo,boo2ax2c,boo,p4,0,TRUE,M
1203,boo,boo2ax2c,boo,p4,0,TRUE,M
1204,boo,boo2ax2c,boo,p4,1,TRUE,M
1205,boo,boo2ax2c,boo,p4,0,TRUE,M
1206,boo,boo2ax2c,boo,p4,0,TRUE,M
1207,rob,boobulk,boo,p4,1,FALSE,M
1208,rob,boobulk,boo,p4,1,FALSE,M
1209,boo,ech3ax1a,ech,p48,0,FALSE,M
1210,boo,ech3ax1a,ech,p48,0,FALSE,M
1211,boo,ech3ax1a,ech,p48,0,FALSE,M
1212,boo,ech3ax1a,ech,p48,1,FALSE,M
1213,rob,boo2ax2c,boo,p48,0,FALSE,M
1214,rob,boo2ax2c,boo,p48,0,FALSE,M
1215,rob,boo2ax2c,boo,p48,0,FALSE,M
1216,gos,boo11bx1a,boo,p48,1,FALSE,A
1217,gos,boo11bx1a,boo,p48,2,FALSE,A
1218,gos,boo11bx1a,boo,p48,0,FALSE,A
1219,gos,boo11bx1a,boo,p48,1,FALSE,A
1220,gos,boo11bx1a,boo,p48,0,FALSE,A
1221,gos,boo11bx1a,boo,p48,2,FALSE,A
1222,gos,boo11bx1a,boo,p48,2,FALSE,A
1223,gos,boo11bx1a,boo,p48,0,FALSE,A
1224,rob,ech27ax31a,ech,p1,0,FALSE,M
1225,rob,ech27ax31a,ech,p1,0,FALSE,M
1226,boo,g7ax1a,gos,p1,0,FALSE,M
1227,boo,g7ax1a,gos,p1,0,FALSE,M
1228,ech,g10ax12a,gos,p1,0,FALSE,A
1229,ech,g10ax12a,gos,p1,1,FALSE,A
1230,ech,g10ax12a,gos,p1,1,FALSE,A
1231,ech,g10ax12a,gos,p1,0,FALSE,A
1232,ech,g10ax12a,gos,p1,0,FALSE,A
1233,ech,g10ax12a,gos,p1,1,FALSE,A
1234,rob,boobulk,boo,p38,1,FALSE,M
1235,rob,boobulk,boo,p38,0,FALSE,M
1236,rob,boobulk,boo,p38,1,FALSE,M
1237,rob,boobulk,boo,p38,0,FALSE,M
1238,rob,boobulk,boo,p38,0,FALSE,M
1239,rob,boobulk,boo,p38,0,FALSE,M
1240,boo,boo2ax2c,boo,p38,0,TRUE,M
1241,boo,boo2ax2c,boo,p38,0,TRUE,M
1242,boo,boo2ax2c,boo,p38,0,TRUE,M
1243,boo,boo2ax2c,boo,p38,0,TRUE,M
1244,boo,boo2ax2c,boo,p38,0,TRUE,M
1245,boo,boo2ax2c,boo,p38,1,TRUE,M
1246,rob,ech27ax31a,ech,p22,1,FALSE,M
1247,rob,ech27ax31a,ech,p22,0,FALSE,M
1248,rob,ech27ax31a,ech,p22,0,FALSE,M
1249,rob,ech27ax31a,ech,p22,1,FALSE,M
1250,boo,g7ax1a,gos,p22,1,FALSE,M
1251,boo,g7ax1a,gos,p22,0,FALSE,M
1252,boo,g7ax1a,gos,p22,0,FALSE,M
1253,boo,g7ax1a,gos,p22,0,FALSE,M
1254,gos,ech27ax31a,ech,p33,1,FALSE,A
1255,gos,ech27ax31a,ech,p33,0,FALSE,A
1256,gos,ech27ax31a,ech,p33,1,FALSE,A
1257,gos,ech27ax31a,ech,p33,0,FALSE,A
1258,gos,ech27ax31a,ech,p33,2,FALSE,A
1259,gos,ech27ax31a,ech,p33,2,FALSE,A
1260,boo,g2,gos,p9,0,FALSE,M
1261,boo,g2,gos,p9,0,FALSE,M
1262,boo,g2,gos,p9,0,FALSE,M
1263,boo,g2,gos,p9,1,FALSE,M
1264,boo,g2,gos,p9,0,FALSE,M
1265,boo,g2,gos,p9,0,FALSE,M
1266,gos,echbulk,ech,p19,3,FALSE,A
1267,gos,echbulk,ech,p19,1,FALSE,A
1268,gos,echbulk,ech,p19,2,FALSE,A
1269,gos,echbulk,ech,p19,0,FALSE,A
1270,gos,echbulk,ech,p19,0,FALSE,A
1271,boo,g2,gos,p47,0,FALSE,M
1272,boo,g2,gos,p47,0,FALSE,M
1273,boo,g2,gos,p47,0,FALSE,M
1274,boo,g2,gos,p47,2,FALSE,M
1275,rob,g10ax12a,gos,p36,0,FALSE,M
1276,rob,g10ax12a,gos,p36,0,FALSE,M
1277,boo,g2,gos,p36,0,FALSE,M
1278,boo,g2,gos,p36,0,FALSE,M
1279,boo,g2,gos,p36,0,FALSE,M
1280,lau,g2,gos,p14,0,FALSE,M
1281,lau,g2,gos,p14,0,FALSE,M
1282,lau,g2,gos,p14,0,FALSE,M
1283,lau,g2,gos,p14,0,FALSE,M
1284,lau,g2,gos,p14,1,FALSE,M
1285,lau,g2,gos,p14,0,FALSE,M
1286,lau,g2,gos,p14,0,FALSE,M
1287,lau,g2,gos,p14,0,FALSE,M
1288,lau,g2,gos,p14,2,FALSE,M
1289,gos,g2,gos,p14,0,TRUE,A
1290,gos,g2,gos,p14,1,TRUE,A
1291,gos,g2,gos,p14,1,TRUE,A
1292,gos,g2,gos,p14,1,TRUE,A
1293,gos,g2,gos,p14,1,TRUE,A
1294,gos,g2,gos,p14,1,TRUE,A
1295,gos,g2,gos,p14,0,TRUE,A
1296,gos,g2,gos,p14,0,TRUE,A
1297,lau,g2,gos,p46,0,FALSE,M
1298,lau,g2,gos,p46,0,FALSE,M
1299,lau,g2,gos,p46,0,FALSE,M
1300,lau,g2,gos,p46,0,FALSE,M
1301,lau,g2,gos,p46,0,FALSE,M
1302,lau,g2,gos,p46,0,FALSE,M
1303,lau,g2,gos,p46,0,FALSE,M
1304,lau,g2,gos,p46,0,FALSE,M
1305,lau,g2,gos,p46,0,FALSE,M
1306,boo,g2,gos,p25,2,FALSE,M
1307,boo,g2,gos,p25,0,FALSE,M
1308,boo,g2,gos,p25,0,FALSE,M
1309,boo,g2,gos,p25,0,FALSE,M
1310,boo,g2,gos,p25,1,FALSE,M
1311,rob,g10ax12a,gos,p25,2,FALSE,M
1312,rob,g10ax12a,gos,p25,1,FALSE,M
1313,rob,g10ax12a,gos,p25,1,FALSE,M
1314,gos,g2,gos,p17,1,TRUE,A
1315,gos,g2,gos,p17,2,TRUE,A
1316,gos,g2,gos,p17,2,TRUE,A
1317,gos,g2,gos,p17,2,TRUE,A
1318,gos,g2,gos,p17,0,TRUE,A
1319,gos,g2,gos,p17,2,TRUE,A
1320,gos,g2,gos,p17,1,TRUE,A
1321,rob,g2,gos,p17,0,FALSE,M
1322,rob,g2,gos,p17,0,FALSE,M
1323,rob,g2,gos,p17,0,FALSE,M
1324,rob,g2,gos,p17,0,FALSE,M
1325,lau,g2,gos,p17,0,FALSE,M
1326,lau,g2,gos,p17,1,FALSE,M
1327,lau,g2,gos,p17,0,FALSE,M
1328,lau,g2,gos,p17,0,FALSE,M
1329,lau,g2,gos,p17,0,FALSE,M
1330,lau,g2,gos,p17,0,FALSE,M
1331,lau,g2,gos,p17,0,FALSE,M
1332,lau,g2,gos,p17,0,FALSE,M
1333,lau,g2,gos,p17,0,FALSE,M
1334,lau,g2,gos,p17,0,FALSE,M
1335,lau,g2,gos,p32,0,FALSE,M
1336,lau,g2,gos,p32,0,FALSE,M
1337,lau,g2,gos,p32,1,FALSE,M
1338,lau,g2,gos,p32,0,FALSE,M
1339,lau,g2,gos,p32,0,FALSE,M
1340,lau,g2,gos,p32,0,FALSE,M
1341,lau,g2,gos,p32,0,FALSE,M
1342,lau,g2,gos,p32,0,FALSE,M
1343,lau,boo11bx1a,boo,p28,0,FALSE,M
1344,lau,boo11bx1a,boo,p28,0,FALSE,M
1345,lau,boo11bx1a,boo,p28,0,FALSE,M
1346,lau,boo11bx1a,boo,p28,0,FALSE,M
1347,lau,boo11bx1a,boo,p28,0,FALSE,M
1348,lau,boo11bx1a,boo,p28,0,FALSE,M
1349,lau,boo11bx1a,boo,p28,0,FALSE,M
1350,lau,boo11bx1a,boo,p28,0,FALSE,M
1351,lau,boo11bx1a,boo,p28,0,FALSE,M
1352,lau,boo11bx1a,boo,p28,0,FALSE,M
1353,lau,g2,gos,p28,0,FALSE,M
1354,lau,g2,gos,p28,0,FALSE,M
1355,lau,g2,gos,p28,0,FALSE,M
1356,lau,g2,gos,p28,0,FALSE,M
1357,lau,g2,gos,p28,0,FALSE,M
1358,lau,g2,gos,p28,2,FALSE,M
1359,lau,g2,gos,p28,0,FALSE,M
1360,lau,g2,gos,p28,0,FALSE,M
1361,lau,g2,gos,p28,0,FALSE,M
1362,lau,g2,gos,p28,0,FALSE,M
1363,rob,boobulk,boo,p10,1,FALSE,M
1364,rob,boobulk,boo,p10,0,FALSE,M
1365,rob,boobulk,boo,p10,0,FALSE,M
1366,rob,boobulk,boo,p10,0,FALSE,M
1367,boo,g2,gos,p10,0,FALSE,M
1368,boo,g2,gos,p10,0,FALSE,M
1369,boo,g2,gos,p10,1,FALSE,M
1370,boo,g2,gos,p10,0,FALSE,M
1371,boo,g2,gos,p10,0,FALSE,M
1372,boo,g2,gos,p10,0,FALSE,M
1373,gos,g2,gos,p10,0,TRUE,A
1374,gos,g2,gos,p10,1,TRUE,A
1375,gos,g2,gos,p10,1,TRUE,A
1376,gos,g2,gos,p10,0,TRUE,A
1377,rob,g10ax12a,gos,p10,0,FALSE,M
1378,ech,g2,gos,p14,1,FALSE,A
1379,ech,g2,gos,p14,3,FALSE,A
1380,ech,g2,gos,p14,0,FALSE,A
1381,ech,g2,gos,p14,2,FALSE,A
1382,ech,g2,gos,p14,1,FALSE,A
1383,ech,g2,gos,p14,2,FALSE,A
1384,ech,g2,gos,p14,0,FALSE,A
1385,ech,g2,gos,p14,1,FALSE,A
1386,ech,g2,gos,p14,0,FALSE,A
1387,rob,g7ax1a,gos,p14,0,FALSE,M
1388,rob,g7ax1a,gos,p14,0,FALSE,M
1389,rob,g7ax1a,gos,p14,1,FALSE,M
1390,rob,g7ax1a,gos,p14,0,FALSE,M
1391,rob,g7ax1a,gos,p14,0,FALSE,M
1392,rob,g7ax1a,gos,p14,0,FALSE,M
1393,boo,boo11bx1a,boo,p14,0,TRUE,M
1394,boo,boo11bx1a,boo,p14,0,TRUE,M
1395,boo,boo11bx1a,boo,p14,1,TRUE,M
1396,boo,boo11bx1a,boo,p14,0,TRUE,M
1397,boo,boo11bx1a,boo,p14,1,TRUE,M
1398,boo,boo11bx1a,boo,p14,0,TRUE,M
1399,boo,boo11bx1a,boo,p14,1,TRUE,M
1400,boo,boo11bx1a,boo,p14,0,TRUE,M
1401,boo,boo11bx1a,boo,p14,1,TRUE,M
1402,gos,g10ax12a,gos,p36,0,TRUE,A
1403,gos,g10ax12a,gos,p36,2,TRUE,A
1404,gos,g10ax12a,gos,p36,3,TRUE,A
1405,gos,g10ax12a,gos,p36,2,TRUE,A
1406,gos,g10ax12a,gos,p36,1,TRUE,A
1407,gos,g10ax12a,gos,p36,0,TRUE,A
1408,gos,g10ax12a,gos,p36,1,TRUE,A
1409,gos,g10ax12a,gos,p36,3,TRUE,A
1410,rob,g10ax12a,gos,p36,1,FALSE,M
1411,rob,g10ax12a,gos,p36,1,FALSE,M
1412,lau,boo2ax2c,boo,p19,0,FALSE,M
1413,lau,boo2ax2c,boo,p19,0,FALSE,M
1414,lau,boo2ax2c,boo,p19,0,FALSE,M
1415,lau,boo2ax2c,boo,p19,1,FALSE,M
1416,lau,boo2ax2c,boo,p19,0,FALSE,M
1417,lau,boo2ax2c,boo,p19,0,FALSE,M
1418,lau,boo2ax2c,boo,p19,0,FALSE,M
1419,lau,boo2ax2c,boo,p19,0,FALSE,M
1420,boo,ech3ax1a,ech,p9,0,FALSE,M
1421,boo,ech3ax1a,ech,p9,0,FALSE,M
1422,boo,ech3ax1a,ech,p9,1,FALSE,M
1423,boo,ech3ax1a,ech,p9,0,FALSE,M
1424,boo,ech3ax1a,ech,p9,0,FALSE,M
1425,boo,ech3ax1a,ech,p9,0,FALSE,M
1426,boo,ech3ax1a,ech,p9,0,FALSE,M
1427,gos,g2,gos,p46,0,TRUE,A
1428,gos,g2,gos,p46,1,TRUE,A
1429,gos,g2,gos,p46,1,TRUE,A
1430,gos,g2,gos,p46,0,TRUE,A
1431,gos,g2,gos,p46,0,TRUE,A
1432,gos,g2,gos,p46,0,TRUE,A
1433,gos,g2,gos,p46,1,TRUE,A
1434,gos,g2,gos,p46,0,TRUE,A
1435,rob,boo2ax2c,boo,p46,1,FALSE,M
1436,rob,boo2ax2c,boo,p46,0,FALSE,M
1437,rob,boo2ax2c,boo,p46,0,FALSE,M
1438,boo,g10ax12a,gos,p46,0,FALSE,M
1439,boo,g10ax12a,gos,p46,0,FALSE,M
1440,boo,g10ax12a,gos,p46,0,FALSE,M
1441,boo,g10ax12a,gos,p46,0,FALSE,M
1442,boo,g10ax12a,gos,p46,1,FALSE,M
1443,boo,g10ax12a,gos,p46,0,FALSE,M
1444,boo,g10ax12a,gos,p46,0,FALSE,M
1445,ech,ech27ax31a,ech,p46,1,TRUE,A
1446,ech,ech27ax31a,ech,p46,2,TRUE,A
1447,ech,ech27ax31a,ech,p46,0,TRUE,A
1448,ech,ech27ax31a,ech,p46,1,TRUE,A
1449,ech,ech27ax31a,ech,p46,1,TRUE,A
1450,ech,ech27ax31a,ech,p46,2,TRUE,A
1451,ech,ech27ax31a,ech,p46,1,TRUE,A
1452,boo,boo2ax2c,boo,p34,2,TRUE,M
1453,boo,boo2ax2c,boo,p34,0,TRUE,M
1454,boo,boo2ax2c,boo,p34,0,TRUE,M
1455,rob,ech3ax1a,ech,p34,1,FALSE,M
1456,rob,ech3ax1a,ech,p34,1,FALSE,M
1457,rob,ech3ax1a,ech,p34,1,FALSE,M
1458,rob,ech3ax1a,ech,p34,0,FALSE,M
1459,rob,ech3ax1a,ech,p34,1,FALSE,M
1460,rob,ech3ax1a,ech,p34,0,FALSE,M
1461,rob,ech3ax1a,ech,p34,0,FALSE,M
1462,rob,ech3ax1a,ech,p34,0,FALSE,M
1463,boo,g10ax12a,gos,p34,0,FALSE,M
1464,boo,g10ax12a,gos,p34,0,FALSE,M
1465,boo,g10ax12a,gos,p34,1,FALSE,M
1466,boo,g10ax12a,gos,p34,0,FALSE,M
1467,boo,g10ax12a,gos,p34,0,FALSE,M
1468,boo,g10ax12a,gos,p34,0,FALSE,M
1469,boo,g10ax12a,gos,p34,0,FALSE,M
1470,gos,g2,gos,p3,1,TRUE,A
1471,gos,g2,gos,p3,0,TRUE,A
1472,gos,g2,gos,p3,0,TRUE,A
1473,gos,g2,gos,p3,2,TRUE,A
1474,gos,g2,gos,p3,1,TRUE,A
1475,gos,g2,gos,p3,0,TRUE,A
1476,gos,g2,gos,p3,2,TRUE,A
1477,lau,echbulk,ech,p3,0,FALSE,M
1478,lau,echbulk,ech,p3,0,FALSE,M
1479,lau,echbulk,ech,p3,0,FALSE,M
1480,lau,echbulk,ech,p3,0,FALSE,M
1481,lau,echbulk,ech,p3,0,FALSE,M
1482,lau,echbulk,ech,p3,1,FALSE,M
1483,lau,echbulk,ech,p3,0,FALSE,M
1484,lau,echbulk,ech,p3,1,FALSE,M
1485,lau,echbulk,ech,p3,0,FALSE,M
1486,lau,ech3ax1a,ech,p13,0,FALSE,M
1487,lau,ech3ax1a,ech,p13,0,FALSE,M
1488,lau,ech3ax1a,ech,p13,1,FALSE,M
1489,lau,ech3ax1a,ech,p13,0,FALSE,M
1490,lau,ech3ax1a,ech,p13,0,FALSE,M
1491,lau,ech3ax1a,ech,p13,0,FALSE,M
1492,lau,ech3ax1a,ech,p13,0,FALSE,M
1493,lau,ech3ax1a,ech,p13,0,FALSE,M
1494,boo,boobulk,boo,p6,0,TRUE,M
1495,boo,boobulk,boo,p6,0,TRUE,M
1496,boo,boobulk,boo,p6,0,TRUE,M
1497,boo,boobulk,boo,p6,0,TRUE,M
1498,boo,boobulk,boo,p6,0,TRUE,M
1499,gos,boo2ax2c,boo,p6,3,FALSE,A
1500,gos,boo2ax2c,boo,p6,1,FALSE,A
1501,gos,boo2ax2c,boo,p6,1,FALSE,A
1502,gos,boo2ax2c,boo,p6,0,FALSE,A
1503,gos,boo2ax2c,boo,p6,2,FALSE,A
1504,gos,boo2ax2c,boo,p6,1,FALSE,A
1505,ech,g2,gos,p6,1,FALSE,A
1506,ech,g2,gos,p6,2,FALSE,A
1507,ech,g2,gos,p6,2,FALSE,A
1508,ech,g2,gos,p6,0,FALSE,A
1509,ech,g2,gos,p6,1,FALSE,A
1510,ech,g2,gos,p6,1,FALSE,A
1511,ech,g2,gos,p6,0,FALSE,A
1512,gos,g7ax1a,gos,p16,0,TRUE,A
1513,gos,g7ax1a,gos,p16,1,TRUE,A
1514,gos,g7ax1a,gos,p16,0,TRUE,A
1515,gos,g7ax1a,gos,p16,1,TRUE,A
1516,gos,g7ax1a,gos,p16,0,TRUE,A
1517,gos,g7ax1a,gos,p16,0,TRUE,A
1518,gos,g7ax1a,gos,p16,0,TRUE,A
1519,rob,g2,gos,p26,0,FALSE,M
1520,boo,echbulk,ech,p26,0,FALSE,M
1521,boo,echbulk,ech,p26,1,FALSE,M
1522,boo,echbulk,ech,p26,0,FALSE,M
1523,boo,echbulk,ech,p26,1,FALSE,M
1524,boo,echbulk,ech,p26,0,FALSE,M
1525,boo,echbulk,ech,p26,0,FALSE,M
1526,boo,echbulk,ech,p26,1,FALSE,M
1527,gos,boobulk,boo,p11,0,FALSE,A
1528,gos,boobulk,boo,p11,0,FALSE,A
1529,gos,boobulk,boo,p11,0,FALSE,A
1530,gos,boobulk,boo,p11,0,FALSE,A
1531,gos,boobulk,boo,p11,0,FALSE,A
1532,gos,boobulk,boo,p11,0,FALSE,A
1533,gos,boobulk,boo,p11,1,FALSE,A
1534,gos,boobulk,boo,p11,0,FALSE,A
1535,gos,boobulk,boo,p11,0,FALSE,A
1536,gos,boobulk,boo,p11,1,FALSE,A
1537,ech,g2,gos,p22,1,FALSE,A
1538,ech,g2,gos,p22,0,FALSE,A
1539,ech,g2,gos,p22,2,FALSE,A
1540,ech,g2,gos,p22,0,FALSE,A
1541,ech,g2,gos,p22,2,FALSE,A
